feature_1,feature_2,feature_3,Category
64.71899414,89.21972656,114.9418945,coast
158.1972656,186.4929199,214.4033203,coast
143.9055176,87.23046875,18.79150391,coast
104.690918,145.3259277,197.2507324,coast
148.3662109,79.60205078,59.43457031,coast
47.43725586,90.83227539,109.2617188,coast
77.19238281,95.46508789,115.597168,coast
97.19116211,138.7194824,185.7272949,coast
87.34106445,106.8200684,118.7451172,coast
89.8293457,96.99438477,99.35864258,coast
111.6733398,149.7148438,164.081543,coast
102.027832,131.0397949,153.1325684,coast
60.34326172,83.23632813,107.9389648,coast
69.80419922,103.8137207,156.3564453,coast
100.3552246,127.2224121,163.1638184,coast
105.2412109,99.9152832,106.9870605,coast
121.7258301,167.8513184,228.5690918,coast
111.932373,118.364502,141.4345703,coast
124.3193359,158.90625,183.0227051,coast
94.56103516,105.7971191,123.5949707,coast
104.9404297,125.9436035,142.0559082,coast
99.29150391,142.9997559,145.7368164,coast
67.68554688,103.2785645,112.5961914,coast
86.6472168,113.581543,127.7165527,coast
186.442627,190.5234375,196.7658691,coast
155.3000488,166.0742188,172.7426758,coast
85.24780273,100.3613281,106.2016602,coast
112.7668457,95.88256836,106.2390137,coast
96.54272461,82.37182617,80.99755859,coast
172.9162598,153.0759277,147.2634277,coast
124.0646973,86.83666992,36.57397461,coast
102.1044922,110.3430176,109.404541,coast
126.267334,77.49487305,34.41235352,coast
66.19165039,53.578125,70.62182617,coast
82.54638672,80.12915039,133.3867188,coast
114.1425781,147.1887207,142.2001953,coast
51.59936523,148.9108887,137.4584961,coast
75.0222168,133.0839844,135.0864258,coast
112.6850586,136.5632324,132.2487793,coast
104.2736816,128.1674805,141.1391602,coast
86.72631836,135.4309082,139.9775391,coast
75.85717773,108.7219238,159.5529785,coast
66.41601563,106.7067871,139.135498,coast
97.84277344,120.1921387,145.1889648,coast
54.22680664,75.1875,89.48071289,coast
36.76269531,68.74633789,124.7966309,coast
81.37719727,124.1169434,143.4211426,coast
55.54516602,110.8391113,155.8835449,coast
62.71948242,118.9685059,164.5192871,coast
57.51391602,112.8405762,166.0334473,coast
89.68481445,42.24584961,52.91088867,coast
48.99047852,46.1027832,60.39941406,coast
53.07202148,45.28271484,36.19946289,coast
134.0585938,78.56201172,64.1027832,coast
134.8916016,149.6865234,162.9836426,coast
107.097168,108.7570801,129,coast
188.8574219,190.6584473,193.3803711,coast
92.39233398,118.1420898,158.5793457,coast
75.44213867,109.7006836,131.5593262,coast
141.9003906,152.3601074,169.7053223,coast
159.5876465,156.7492676,121.6271973,coast
156.7543945,152.7946777,168.6401367,coast
115.8666992,123.2363281,140.3081055,coast
151.0097656,98.69580078,68.99462891,coast
105.6962891,108.5856934,122.1975098,coast
131.3955078,120.9746094,135.8718262,coast
94.87011719,99.34594727,57.90625,coast
169.6606445,97.94042969,60.09863281,coast
104.0153809,136.7739258,153.532959,coast
151.6743164,144.8669434,143.6750488,coast
72.37817383,101.942627,138.4960938,coast
115.9804688,109.5708008,119.7805176,coast
125.7114258,122.7270508,124.7314453,coast
130.7041016,122.4570313,127.4748535,coast
124.0822754,148.1052246,158.4213867,coast
110.9042969,94.93164063,88.66723633,coast
136.6281738,147.9143066,162.3359375,coast
92.64501953,127.862793,151.9692383,coast
137.8051758,118.3347168,39.90649414,coast
98.93457031,105.420166,112.4938965,coast
103.7329102,125.1464844,147.1101074,coast
152.3535156,117.7075195,96.28344727,coast
96.34667969,110.7946777,129.3081055,coast
96.42163086,153.3300781,182.0661621,coast
168.4333496,161.5603027,145.7336426,coast
103.4443359,146.4477539,174.5229492,coast
105.8088379,133.578125,157.4299316,coast
134.5786133,129.9416504,118.2329102,coast
180.3395996,103.5817871,35.00805664,coast
85.36547852,104.1298828,160.467041,coast
104.8845215,51.02905273,51.78588867,coast
125.9875488,124.3845215,157.7290039,coast
141.574707,149.4499512,158.3481445,coast
160.9523926,107.4020996,86.43115234,coast
41.0559082,102.8735352,150.6186523,coast
111.1918945,82.94555664,58.80810547,coast
59.37573242,103.0817871,144.9594727,coast
73.37524414,91.44091797,135.7883301,coast
124.5385742,31.89892578,21.22363281,coast
111.2810059,125.0307617,168.8486328,coast
154.2868652,165.1765137,191.3103027,coast
119.6765137,170.4401855,180.4575195,coast
67.32666016,42.83789063,59.80541992,coast
88.26953125,84.546875,114.1037598,coast
94.21337891,38.734375,39.0324707,coast
86.32080078,88.9909668,89.77050781,coast
73.91845703,147.4338379,184.5146484,coast
89.13232422,146.2744141,179.2871094,coast
156.8666992,124.4064941,108.0759277,coast
93.4609375,108.2766113,124.8110352,coast
138.4384766,148.7160645,159.8886719,coast
105.4731445,126.1386719,195.4914551,coast
86.32446289,108.4743652,131.0986328,coast
150.7258301,116.1247559,139.4890137,coast
81.53393555,101.6630859,146.657959,coast
53.31420898,94.59765625,128.9562988,coast
94.79370117,57.42895508,44.50878906,coast
87.52758789,100.6513672,127.1503906,coast
126.9985352,127.4094238,138.7827148,coast
138.265625,147.4121094,164.5632324,coast
137.9260254,142.6015625,155.5583496,coast
112.2119141,114.3920898,127.4890137,coast
145.8190918,120.1967773,137.5712891,coast
122.8254395,154.451416,178.9780273,coast
85.16015625,137.1149902,192.9462891,coast
119.5952148,128.9814453,128.0175781,coast
108.0668945,122.4667969,173.9345703,coast
126.2233887,150.1240234,185.807373,coast
159.3757324,66.6315918,34.97241211,coast
123.9472656,105.8054199,107.6242676,coast
155.3708496,169.5603027,184.5734863,coast
171.954834,169.0529785,165.1413574,coast
141.3864746,166.9853516,172.5305176,coast
172.1394043,197.1228027,209.5793457,coast
149.9477539,113.2045898,78.64770508,coast
154.4619141,128.628418,146.4914551,coast
82.99658203,95.390625,124.5009766,coast
72.29003906,65.52368164,61.4909668,coast
111.1936035,117.4575195,140.9484863,coast
86.40527344,89.93505859,105.2912598,coast
109.9587402,112.0368652,126.5786133,coast
133.0402832,136.9782715,159.7868652,coast
106.314209,130.4841309,150.9519043,coast
85.29345703,103.4755859,114.7790527,coast
79.92919922,103.0288086,120.0256348,coast
101.3674316,124.7568359,164.0317383,coast
134.0129395,99.31445313,44.53588867,coast
95.53955078,111.027832,126.9816895,coast
144.7626953,159.1479492,158.4047852,coast
129.2663574,134.5092773,134.6987305,coast
166.1503906,173.1489258,171.9145508,coast
149.9726563,145.7468262,138.362793,coast
134.1223145,127.9770508,124.8352051,coast
144.7041016,135.0424805,143.6650391,coast
79.96508789,47.04394531,63.87402344,coast
48.55883789,69.57470703,95.40283203,coast
101.1889648,104.760498,103.9016113,coast
170.8188477,171.5629883,181.5102539,coast
102.5600586,127.4162598,142.7570801,coast
145.5705566,147.3483887,148.53125,coast
149.7380371,183.2004395,192.7675781,coast
160.0952148,87.12744141,62.71582031,coast
180.5800781,164.3474121,166.7961426,coast
153.7006836,113.8605957,82.65380859,coast
143.2819824,113.5717773,106.3630371,coast
95.05029297,90.57568359,69.66479492,coast
121.2214355,111.7041016,146.9470215,coast
117.6005859,108.7739258,98.53466797,coast
174.6503906,188.0480957,201.9719238,coast
123.2258301,136.7648926,147.6542969,coast
210.3395996,134.5981445,66.25878906,coast
88.20263672,129.8059082,120.5397949,coast
75.74194336,111.4960938,133.4196777,coast
203.0529785,112.8547363,54.14819336,coast
62.49560547,83.93847656,115.5944824,coast
78.7565918,105.4987793,122.7780762,coast
110.7248535,153.0546875,204.2712402,coast
58.75195313,92.97558594,130.9846191,coast
149.7751465,82.5715332,10.57495117,coast
177.6569824,96.20092773,25.75561523,coast
135.8649902,99.09814453,32.82104492,coast
134.6901855,68.12133789,14.93896484,coast
157.8188477,81.46411133,55.11376953,coast
89.05273438,50.99145508,24.96533203,coast
119.5473633,100.9750977,55.22753906,coast
145.3544922,136.8786621,106.0822754,coast
231.3127441,186.3769531,79.03613281,coast
136.5966797,129.9003906,156.4875488,coast
158.029541,153.0275879,154.734375,coast
180.0861816,123.9729004,85.9074707,coast
144.8012695,120.4589844,112.6262207,coast
133.8601074,79.24291992,46.08154297,coast
118.2614746,106.2519531,93.90185547,coast
138.9577637,157.734375,148.2709961,coast
65.65844727,92.76733398,135.1726074,coast
75.36791992,173.1413574,206.0178223,coast
137.5595703,109.1645508,106.2180176,coast
129.9782715,72.40869141,70.71362305,coast
100.0380859,157.8044434,184.5708008,coast
145.4528809,161.0473633,155.9880371,coast
116.6435547,131.8757324,163.3381348,coast
99.49609375,100.6030273,121.003418,coast
94.33837891,105.3337402,99.40209961,coast
102.8574219,119.5498047,138.8508301,coast
96.35327148,113.3078613,122.3046875,coast
98.85180664,125.4052734,156.2265625,coast
104.9807129,130.7229004,161.3896484,coast
126.1455078,142.1069336,172.9797363,coast
117.605957,123.8950195,138.6254883,coast
69.93579102,97.38525391,117.0092773,coast
119.2182617,136.0148926,143.1987305,coast
139.7814941,161.3349609,178.3657227,coast
71.03881836,92.14306641,99.19555664,coast
66.01318359,109.6672363,145.1254883,coast
41.62353516,69.64770508,88.609375,coast
69.10400391,89.40087891,92.51318359,coast
99.17993164,97.7668457,82.42382813,coast
85.35693359,108.6203613,123.9257813,coast
31.52734375,43.01513672,47.86767578,coast
40.06933594,50.35791016,59.93505859,coast
72.53344727,116.9475098,152.4133301,coast
47.91088867,85.71240234,115.8601074,coast
158.3984375,155.0849609,168.7490234,coast
133.4169922,139.1520996,162.5910645,coast
165.6826172,166.4960938,176.7700195,coast
103.8173828,127.5007324,154.9047852,coast
144.0959473,148.0810547,148.3679199,coast
118.6508789,110.4812012,101.0671387,coast
115.2539063,93.72851563,79.9765625,coast
113.9536133,91.7277832,58.8359375,coast
116.9880371,105.5109863,119.2241211,coast
111.0083008,130.0222168,142.7277832,coast
106.4162598,127.6247559,147.9931641,coast
122.7617188,153.9858398,179.3513184,coast
127.5856934,124.5742188,127.0898438,coast
111.8586426,99.99902344,79.21435547,coast
137.9135742,148.592041,166.3901367,coast
114.7595215,124.8869629,136.8317871,coast
112.7458496,119.0292969,115.3803711,coast
133.1179199,145.2041016,154.3791504,coast
99.60009766,127.4245605,144.1391602,coast
169.8608398,156.1733398,153.1108398,coast
126.0073242,113.2802734,109.8212891,coast
160.7983398,151.9824219,148.3349609,coast
144.6359863,136.3662109,129.2668457,coast
163.3149414,178.3444824,189.2717285,coast
122.2021484,135.9416504,144.6005859,coast
64.39477539,142.8964844,151.3791504,coast
138.5673828,103.0654297,114.8969727,coast
171.7597656,100.4448242,141.4406738,coast
67.99047852,83.48144531,187.9853516,coast
121.3532715,109.8884277,101.4255371,coast
130.8974609,138.0852051,161.4916992,coast
110.9904785,124.1577148,103.9506836,coast
112.9536133,116.6901855,110.1740723,coast
130.1794434,111.4338379,59.58862305,coast
94.42016602,92.90942383,77.87768555,coast
94.69750977,89.91259766,69.80371094,coast
137.8120117,94.88647461,65.4621582,coast
134.4799805,93.5324707,48.18505859,coast
101.7329102,87.87011719,66.01049805,coast
87.31835938,84.38183594,69.66625977,coast
149.8728027,83.05615234,18.26538086,coast
156.2609863,113.362793,68.71728516,coast
149.0842285,113.0722656,53.36181641,coast
161.9643555,115.2214355,73.48828125,coast
204.4831543,155.5644531,69.45214844,coast
155.8806152,94.97509766,68.62524414,coast
136.8276367,114.0354004,69.97509766,coast
122.095459,77.45898438,13.11621094,coast
102.8369141,91.62426758,73.92504883,coast
122.5678711,106.9675293,106.9575195,coast
80.51074219,58.6652832,67.15405273,coast
129.2287598,101.3710938,78.36181641,coast
109.9904785,100.4790039,73.24438477,coast
115.5087891,40.31787109,33.00537109,coast
65.49584961,64.28808594,79.66186523,coast
156.5661621,106.8752441,45.32275391,coast
103.1542969,73.11401367,58.85498047,coast
89.83837891,75.38061523,42.43017578,coast
118.3034668,105.0612793,74.88598633,coast
141.5644531,84.08398438,28.60473633,coast
100.5456543,86.74072266,67.71826172,coast
86.74438477,72.27880859,37.13305664,coast
125.855957,62.66821289,28.171875,coast
119.8974609,98.62402344,87.96459961,forest
116.4116211,124.9770508,85.12573242,forest
111.8164063,120.8876953,76.37353516,forest
123.6953125,128.7297363,82.2734375,forest
121.9956055,125.2919922,88.78979492,forest
131.7001953,124.6906738,115.8144531,forest
124.6713867,131.1240234,80.88037109,forest
104.4074707,96.59594727,74.97998047,forest
68.96142578,95.19482422,54.59399414,forest
67.8269043,71.54077148,32.88891602,forest
84.02270508,72.65112305,53.51733398,forest
61.13549805,63.48071289,49.3503418,forest
44.90332031,46.48339844,28.25683594,forest
48.71582031,55.57055664,58.31713867,forest
65.62207031,81.49633789,46.41821289,forest
40.75732422,45.01416016,48.76318359,forest
44.95605469,39.00561523,53.18334961,forest
65.09790039,97.92504883,58.82104492,forest
44.21704102,57.40820313,38.19140625,forest
87.61328125,83.85864258,63.57739258,forest
60.00073242,79.02514648,66.34838867,forest
65.15795898,70.57983398,40.16186523,forest
43.47070313,49.5559082,28.52685547,forest
74.86157227,96.71484375,88.64306641,forest
74.99780273,75.23608398,43.02197266,forest
87.69433594,90.32592773,44.91064453,forest
68.07714844,83.58935547,78.79150391,forest
104.4104004,88.89355469,52.80200195,forest
111.722168,114.8049316,73.15820313,forest
68.08789063,78.42114258,63.04223633,forest
72.54736328,92.29101563,55.57495117,forest
95.05395508,103.5065918,56.70214844,forest
76.35107422,79.98461914,50.03662109,forest
68.40966797,87.89038086,83.4074707,forest
35.17602539,41.77075195,35.16186523,forest
45.99047852,53.65478516,32.19775391,forest
131.6237793,105.3811035,76.95385742,forest
66.38989258,94.21069336,43.43823242,forest
60.52758789,91.5859375,57.46508789,forest
85.68798828,108.0163574,33.72412109,forest
57.20922852,62.453125,24.92993164,forest
99.125,121.8935547,84.06616211,forest
106.2773438,119.7531738,95.97607422,forest
89.23632813,108.6813965,94.68310547,forest
127.0830078,130.3395996,78.47094727,forest
193.0986328,167.3144531,106.6225586,forest
121.0373535,143.2424316,72.70776367,forest
160.3334961,141.1828613,75.16796875,forest
147.7687988,147.3537598,149.5786133,forest
109.8669434,105.0061035,73.0144043,forest
90.5456543,69.53515625,56.55200195,forest
168.4736328,54.2722168,49.20581055,forest
108.1508789,106.659668,59.71240234,forest
121.7150879,130.2763672,109.1240234,forest
114.5810547,121.7814941,97.02929688,forest
133.2089844,129.7744141,123.7358398,forest
126.3520508,128.204834,113.2006836,forest
127.5080566,129.6633301,96.63574219,forest
127.9309082,129.7844238,104.8325195,forest
133.045166,129.5437012,106.8581543,forest
117.2475586,124.3723145,106.9558105,forest
118.7575684,122.9399414,88.23901367,forest
113.887207,113.0805664,74.95239258,forest
113.3891602,108.1086426,75.2019043,forest
132.4365234,129.8037109,107.7644043,forest
114.9111328,122.1079102,80.98876953,forest
140.5546875,142.7871094,95.8659668,forest
93.41235352,96.26855469,70.15942383,forest
123.6962891,127.4572754,83.41357422,forest
131.1508789,137.5529785,104.267334,forest
133.0695801,127.8166504,97.69750977,forest
112.2314453,114.3771973,78.70703125,forest
117.8388672,130.9074707,108.9375,forest
146.2214355,136.6523438,108.1984863,forest
132.690918,117.4221191,92.03930664,forest
126.7553711,127.015625,87.73779297,forest
123.5898438,122.3078613,92.81225586,forest
112.5913086,113.9870605,82.39477539,forest
138.1784668,140.901123,98.70581055,forest
118.369873,124.3681641,79.47314453,forest
125.6745605,129.1181641,87.05200195,forest
103.7043457,97.88256836,71.88916016,forest
106.7697754,103.7980957,64.93383789,forest
115.800293,116.6647949,73.48828125,forest
139.5290527,136.598877,92.31518555,forest
99.31567383,111.1525879,96.0246582,forest
86.03955078,93.03076172,77.69458008,forest
114.9858398,120.6791992,75.85351563,forest
82.66650391,85.56616211,48.66137695,forest
136.2333984,135.7172852,98.91015625,forest
97.96118164,100.9204102,90.3918457,forest
102.0244141,105.3271484,62.04614258,forest
139.9445801,138.078125,97.1862793,forest
100.1235352,99.43359375,66.3527832,forest
119.9064941,117.0090332,86.62451172,forest
133.6489258,133.1850586,94.71411133,forest
113.2126465,113.520752,81.83032227,forest
123.8789063,125.0131836,92.18408203,forest
132.168457,127.6604004,90.27294922,forest
101.8085938,104.2314453,80.68798828,forest
77.77905273,84.85302734,60.8515625,forest
118.1791992,119.4174805,107.503418,forest
99.19165039,101.282959,81.96362305,forest
109.4775391,121.0395508,110.9077148,forest
139.9501953,137.7478027,146.2697754,forest
122.9394531,125.5056152,116.907959,forest
97.13037109,120.1606445,59.00170898,forest
103.1687012,126.2329102,90.78710938,forest
48.66235352,65.90795898,93.12548828,forest
98.10400391,112.1787109,124.8657227,forest
94.81591797,99.93530273,67.06591797,forest
89.57470703,103.2839355,79.63745117,forest
106.2890625,120.2858887,80.01049805,forest
115.8481445,137.1606445,107.501709,forest
105.8933105,125.1789551,55.0402832,forest
100.8569336,117.9455566,87.87890625,forest
111.4458008,130.173584,140.5402832,forest
77.89477539,104.5935059,120.3115234,forest
112.6779785,125.1044922,118.2353516,forest
90.53686523,104.6479492,78.64868164,forest
86.93530273,130.777832,67.45727539,forest
122.2524414,132.2565918,61.09594727,forest
77.98876953,81.31860352,57.51953125,forest
68.3125,83.20947266,53.52636719,forest
102.0024414,135.1064453,117.9157715,forest
79.72631836,97.20776367,79.4597168,forest
76.08886719,108.2019043,105.9182129,forest
42.18359375,38.2355957,27.7121582,forest
89.4362793,122.4057617,81.43066406,forest
100.9230957,120.8459473,96.60913086,forest
96.43798828,110.7019043,99.95092773,forest
114.4782715,99.4831543,41.15722656,forest
82.80981445,139.1013184,97.64941406,forest
115.7890625,138.1669922,58.16235352,forest
106.4086914,118.4624023,73.51293945,forest
137.0324707,105.659668,39.90356445,forest
107.0046387,131.1652832,112.8146973,forest
83.37011719,102.0969238,61.02709961,forest
88.86499023,105.6962891,77.19116211,forest
140.0612793,127.2810059,57.14208984,forest
98.54858398,99.26269531,90.71679688,forest
113.7497559,101.6577148,59.60961914,forest
92.40771484,102.420166,79.60205078,forest
111.4448242,116.8867188,134.9746094,forest
82.97924805,91.52612305,82.2565918,forest
133.5334473,112.0874023,80.9375,forest
80.06005859,109.232666,92.77368164,forest
98.64916992,67.29858398,31.39526367,forest
62.06787109,56.63085938,45.72753906,forest
107.8012695,119.2019043,151.7878418,forest
105.6337891,114.9335938,101.8334961,forest
46.91137695,59.21875,32.66455078,forest
95.61279297,86.16577148,38.30664063,forest
95.95410156,93.56152344,51.25146484,forest
85.28149414,91.64428711,86.33007813,forest
95.45556641,102.4921875,87.23071289,forest
160.402832,128.2150879,93.77441406,forest
76.30444336,95.48828125,80.5859375,forest
95.66259766,102.7487793,90.26513672,forest
94.57470703,101.1137695,86.4543457,forest
101.7207031,90.64428711,43.96533203,forest
68.09692383,85.75561523,39.27832031,forest
64.37475586,67.63256836,36.90893555,forest
74.87060547,80.97338867,50.73706055,forest
107.3278809,122.2043457,90.05297852,forest
83.37963867,83.41845703,74.17675781,forest
97.71948242,94.51928711,88.73071289,forest
110.1645508,116.435791,70.91455078,forest
117.9343262,83.78686523,59.70849609,forest
129.7380371,95.42749023,70.71630859,forest
84.47412109,106.6635742,74.87402344,forest
91.04052734,109.7998047,145.9846191,forest
79.90307617,71.49389648,58.0246582,forest
85.89160156,62.17456055,29.44189453,forest
103.4458008,115.4091797,94.19458008,forest
115.5585938,144.9494629,109.9060059,forest
83.38623047,91.90283203,81.73779297,forest
93.74780273,103.4016113,116.7346191,forest
94.15356445,101.5615234,116.6313477,forest
118.9953613,121.8322754,121.8586426,forest
85.27075195,93.53369141,86.63208008,forest
101.8874512,100.013916,91.43261719,forest
90.88476563,103.0444336,82.14868164,forest
85.94042969,96.59936523,79.5144043,forest
110.6313477,130.6796875,117.7463379,forest
93.78076172,107.9838867,78.21118164,forest
93.07348633,117.2634277,127.388916,forest
92.73974609,102.2287598,93.62646484,forest
91.25610352,103.6333008,104.0861816,forest
91.61206055,104.6071777,107,forest
74.85571289,88.80688477,63.93798828,forest
116.6286621,126.4562988,85.51586914,forest
87.15698242,88.05419922,77.62573242,forest
44.40576172,52.52539063,44.18945313,forest
76.14086914,84.05200195,80.00976563,forest
72.61743164,85.06591797,61.41381836,forest
75.62255859,85.609375,59.52685547,forest
52.17993164,69.60766602,56.82446289,forest
49.55834961,54.28613281,49.18383789,forest
66.21826172,72.4621582,55.07983398,forest
149.135498,144.7678223,100.3842773,forest
47.67578125,60.91870117,46.85668945,forest
50.65966797,66.20825195,57.50097656,forest
53.13500977,60.74926758,35.51953125,forest
37.39477539,49.4519043,24.51000977,forest
109.8283691,128.1066895,112.1843262,forest
94.24902344,118.3552246,130.6577148,forest
60.55493164,74.19311523,69.54541016,forest
65.8125,84.10302734,92.63476563,forest
50.75756836,72.68945313,83.13037109,forest
132.0844727,130.3952637,101.8212891,forest
103.1071777,88.79785156,63.14746094,forest
89.29882813,67.09912109,29.86816406,forest
154.6875,138.8647461,79.18066406,forest
127.7009277,101.4921875,40.70532227,forest
79.13061523,97.61425781,53.19042969,forest
134.4519043,117.4650879,89.34985352,forest
114.1630859,79.66308594,55.75683594,forest
98.91552734,108.1496582,110.0488281,forest
149.8273926,123.7958984,120.2224121,forest
160.927002,144.920166,133.6987305,forest
113.5556641,120.6066895,99.19824219,forest
65.31445313,64.41650391,55.06201172,forest
141.8972168,113.5998535,85.56835938,forest
103.0854492,98.42993164,53.18530273,forest
132.439209,131.8852539,72.28613281,forest
71.18823242,87.19189453,38.20336914,forest
66.18725586,90.94677734,43.26660156,forest
75.17822266,68.65600586,69.17382813,forest
69.47143555,93.80615234,51.32275391,forest
59.69311523,78.42626953,40.31738281,forest
80.76025391,105.3395996,83.36010742,forest
74.77172852,95.89599609,47.07446289,forest
71.7043457,79.71850586,82.45751953,forest
81.93994141,100.857666,51.69189453,forest
82.94702148,91.42602539,72.1105957,forest
94.7512207,87.34667969,55.15991211,forest
160.5185547,111.9916992,80.30883789,forest
85.7590332,108.4118652,51.9387207,forest
95.75683594,114.8198242,55.91674805,forest
149.5861816,97.72583008,45.36010742,forest
141.3781738,97.60717773,81.20776367,forest
148.267334,122.1044922,99.30859375,forest
82.53173828,94.65673828,85.72314453,forest
81.78662109,114.8005371,36.51855469,forest
64.48876953,76.29785156,50.65087891,forest
75.40112305,87.59472656,46.15014648,forest
84.75952148,98.17944336,50.89672852,forest
97.93676758,80.27832031,54.95947266,forest
86.62451172,82.61328125,66.0144043,forest
133.9667969,118.536377,82.3581543,forest
125.8259277,125.112793,120.9069824,forest
126.9318848,115.4299316,89.46166992,forest
116.5654297,106.9760742,64.87084961,forest
89.98730469,115.8479004,103.2832031,forest
108.7644043,101.1989746,98.24169922,forest
41.09423828,61.14526367,60.609375,forest
48.20043945,59.36230469,49.84106445,forest
64.49511719,71.57861328,70.13867188,forest
86.99194336,86.28198242,81.25927734,forest
73.02319336,68.41113281,55.13818359,forest
65.26660156,67.23632813,55.00585938,forest
61.69628906,51.46264648,36.18212891,forest
64.36376953,67.89526367,34.85620117,forest
88.71386719,83.16430664,84.06396484,forest
103.0622559,104.8774414,95.81567383,forest
48.4597168,74.78417969,48.29052734,forest
98.97216797,109.5488281,92.21728516,forest
97.94067383,104.6411133,80.68603516,forest
89.23925781,109.2568359,78.21875,forest
68.94750977,65.81152344,57.40600586,forest
65.08032227,70.56738281,69.20043945,forest
114.4038086,126.6098633,104.0844727,forest
125.470459,129.5270996,97.67333984,forest
105.9443359,120.3894043,99.03051758,forest
114.0668945,112.6625977,94.99023438,forest
97.95605469,90.58422852,86.30444336,forest
75.90844727,91.79150391,115.7470703,forest
118.3813477,124.9731445,136.9003906,forest
107.0583496,123.1281738,150.9667969,forest
90.74707031,108.5168457,128.9418945,forest
99.91186523,119.708252,144.109375,forest
119.8012695,117.1474609,88.31811523,forest
72.6081543,71.46191406,55.53149414,forest
79.95141602,79.28759766,54.37768555,forest
65.14868164,84.94238281,60.67602539,forest
67.31494141,78.5925293,72.26123047,forest
130.2736816,139.7421875,62.94628906,forest
89.11523438,87.57250977,33.11523438,forest
74.66625977,109.2512207,100.2714844,forest
70.24951172,84.80615234,92.58251953,forest
92.08276367,90.97949219,64.29492188,forest
66.08618164,83.20751953,49.80908203,forest
99.64501953,114.2348633,82.87475586,forest
94.87573242,107.7995605,82.390625,forest
70.73999023,80.77929688,81.35839844,forest
114.2121582,115.7502441,84.0222168,forest
100.0610352,117.6547852,50.10205078,forest
79.06323242,87.59277344,44.55151367,forest
71.04052734,76.25024414,43.50244141,forest
105.4926758,125.2548828,140.4794922,forest
71.11669922,87.27270508,95.10717773,forest
106.3691406,98.47900391,32.70654297,forest
82.10400391,107.2531738,52.3605957,forest
101.6538086,121.7128906,132.9282227,forest
125.4343262,98.68286133,32.80273438,forest
68.29711914,105.7026367,76.25927734,forest
95.51513672,71.59033203,49.99169922,forest
138.5473633,156.4458008,84.02294922,forest
56.23364258,64.02441406,44.39624023,forest
80.54077148,107.1494141,64.51708984,forest
