feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,Category
105.8664551,148.0895996,159.1052246,69.75053254,122.511716,152.2139645,104.9191697,135.0163614,132.7462759,102.5562882,155.1101343,180.5264957,140.3940539,169.1710758,159.1040564,coast
93.55883789,132.0402832,156.2988281,89.36615385,126.1813018,152.5311243,85.68302808,121.9789988,142.645177,92.58021978,131.0993895,155.2136752,96.44545225,134.797682,158.3713782,coast
101.4841309,139.5925293,169.4992676,110.8856805,154.0695858,189.6047337,93.46520147,122.2915751,143.4940171,100.9299145,146.9118437,185.6888889,85.85134795,116.0816327,136.877803,coast
116.7592773,144.1950684,153.6416016,30.34130178,83.43763314,121.5252071,166.964591,181.9086691,164.4630037,33.43980464,85.56776557,121.1028083,219.7087428,208.2852104,189.3706223,coast
82.35546875,124.6696777,120.253418,95.89301775,122.1689941,123.728284,62.60708181,117.7250305,105.1194139,97.18876679,124.9416361,129.0100122,64.57042076,119.0768456,108.7750063,coast
104.418457,94.43286133,94.12670898,133.3718343,117.9540828,108.9666272,49.17020757,49.7006105,58.58559219,169.9321123,146.8424908,134.9909646,56.40010078,55.5313681,66.15772235,coast
100.189209,122.7097168,107.9748535,102.4994083,132.3588166,122.8998817,95.0993895,104.4092796,83.95995116,96.14847375,128.7023199,124.181685,98.49130763,114.5003779,91.91030486,coast
64.0703125,110.3825684,132.251709,49.49680473,118.2873373,166.5031953,67.09059829,92.65836386,92.16800977,61.05396825,122.4976801,163.2713065,70.6414714,94.47518267,91.08893928,coast
87.25292969,138.5822754,168.7668457,45.52236686,110.8326627,154.5069822,118.8942613,138.3921856,143.8456654,49.65372405,125.1819292,190.193895,118.5346435,158.1345427,160.7850844,coast
111.9770508,145.5673828,144.3110352,80.64284024,133.4759763,153.3898225,164.004884,172.8078144,138.4879121,62.02295482,118.9479853,159.5760684,132.6389519,145.3544974,114.9659864,coast
86.62670898,158.4294434,154.418457,51.48213018,130.2608284,164.6333728,161.6380952,205.8461538,169.2659341,61.44078144,122.792674,152.5968254,66.89443185,158.9952129,117.478458,coast
93.94433594,99.85229492,108.796875,98.92449704,108.7053254,125.0594083,47.48327228,38.01123321,36.56752137,139.3982906,158.0805861,168.4551893,81.27387251,85.22247417,94.56890905,coast
138.4995117,162.3391113,176.6943359,102.980355,144.7053254,176.0217751,157.8705739,165.634188,164.0898657,108.8302808,148.7326007,178.8551893,164.6963971,168.5240615,164.7467876,coast
54.23657227,86.11669922,146.5788574,27.07029586,79.90532544,186.9084024,76.02246642,82.87570208,97.31672772,50.98412698,105.9594628,201.0002442,55.26127488,65.61854371,84.99974805,coast
60.54736328,76.24487305,132.6828613,39.09585799,51.28047337,123.4811834,110.7379731,125.1623932,151.9472527,33.65567766,42.40586081,120.2236874,49.55706727,76.87477954,120.3466868,coast
99.0559082,152.0083008,173.2944336,137.983432,179.8684024,205.9824852,72.71501832,137.8432234,151.5262515,119.3699634,160.2285714,190.4205128,57.09347443,114.9549005,126.9357521,coast
83.53417969,81.28833008,75.24414063,102.9491124,99.4243787,91.00402367,93.89499389,90.57582418,87.10915751,74.93821734,74.06300366,66.1968254,53.9138322,52.78810784,48.89896699,coast
107.8056641,101.0246582,126.15625,71.74059172,83.50201183,121.6160947,150.3228327,124.4571429,137.1506716,97.5032967,93.95750916,123.97558,98.42176871,90.04081633,107.4507433,coast
64.21313477,92.53369141,122.1486816,72.0104142,112.2944379,158.5723077,41.56190476,61.25518926,76.47667888,92.81172161,126.169475,164.6192918,44.63391282,62.00050391,77.52380952,coast
78.26611328,93.54614258,111.5041504,106.5694675,132.543432,159.5313609,39.06520147,41.02564103,47.17460317,100.5225885,128.7003663,159.1726496,59.54950869,63.13932981,69.18720081,coast
54.42333984,78.5390625,105.807373,64.93633136,97.14461538,139.9545562,35.5985348,49.83443223,61.45543346,65.46324786,100.1934066,144.039072,45.16906022,57.86848073,67.36911061,coast
35.40136719,79.38354492,127.9753418,23.0087574,69.6104142,124.9136095,42.02295482,71.23418803,104.181685,23.20879121,71.76654457,128.5264957,50.72310406,97.27991938,140.6661628,coast
77.89501953,86.65307617,106.0163574,92.54343195,116.0728994,141.7694675,64.51086691,62.59438339,77.83150183,100.1006105,114.6656899,133.3616606,48.56538171,46.41471403,62.09423028,coast
118.1889648,113.2312012,144.7351074,161.123787,154.351716,192.7072189,73.86666667,71.62881563,94.36874237,159.3709402,151.362149,192.6827839,67.63214916,64.68329554,84.76996725,coast
90.62255859,110.4106445,143.7463379,56.48094675,94.91881657,149.5820118,115.5155067,118.6705739,130.6588523,46.1040293,81.9965812,133.1750916,133.2113883,133.2355757,144.7195767,coast
108.6625977,118.486084,132.5400391,35.42532544,80.08142012,121.4542012,148.5509158,134.6520147,128.8927961,37.44957265,67.13650794,100.41221,198.3673469,176.6067019,162.5658856,coast
70.25439453,91.26831055,126.4755859,31.52189349,54.69443787,98.48426036,110.7223443,113.5619048,128.9455433,47.13162393,77.14676435,125.158486,80.20559335,106.2695893,136.3436634,coast
63.86791992,90.90698242,123.473877,68.72236686,113.9540828,161.7609467,55.98339438,59.6962149,70.47716728,74.34529915,119.8446886,168.7882784,51.49407911,62.25346435,81.53691106,coast
107.5820313,126.192627,136.2055664,95.72828402,119.3893491,142.3687574,121.5355311,136.1484737,131.7567766,89.47301587,109.8989011,135.1579976,118.1022928,132.2892416,127.2088687,coast
113.7075195,136.7927246,142.0366211,85.53467456,118.8033136,132.0766864,132.0703297,146.8112332,146.8737485,105.045177,134.3833944,145.1897436,126.5013857,139.5313681,136.0755858,coast
121.8171387,126.6416016,180.1154785,156.2281657,164.4080473,232.9978698,81.64395604,82.16263736,115.4949939,152.4190476,159.9540904,226.6686203,82.30889393,85.75963719,126.2947846,coast
55.29614258,70.17236328,77.29663086,65.70414201,85.50911243,94.38579882,23.2996337,32.21294261,39.20781441,92.27936508,106.4879121,112.3789988,36.45250693,51.42857143,57.17611489,coast
155.0756836,138.9780273,134.9714355,182.4975148,162.5789349,150.7938462,109.3909646,100.417094,108.7540904,191.4666667,169.8940171,152.8410256,122.3602923,109.4593096,113.5056689,coast
128.001709,138.671875,152.6181641,155.4253254,172.4118343,188.4411834,84.29304029,92.67594628,109.2141636,146.01221,161.0422466,175.9794872,112.5623583,113.9591837,120.9332326,coast
169.9118652,162.6850586,159.0844727,199.8826036,198.3062722,197.8310059,128.3643468,117.2776557,112.1924298,196.1308913,193.5140415,190.0532357,138.3794407,125.6931217,121.0057949,coast
111.734375,99.32543945,103.6018066,134.2267456,129.1711243,138.3611834,106.0630037,88.95042735,87.85738706,112.1748474,106.4107448,116.441514,82.22423784,62.46308894,61.21038045,coast
136.6228027,180.388916,213.6337891,158.6802367,192.5510059,218.7266272,102.1284493,155.56337,196.0302808,160.7824176,193.845177,219.2087912,109.2829428,157.7556059,194.6888385,coast
124.6948242,142.1936035,146.2026367,177.1001183,195.3382249,207.1990533,85.4974359,105.4866911,106.5592186,162.3824176,180.7912088,192.77558,61.71126228,73.89871504,65.16805241,coast
122.4375,158.5900879,190.0817871,134.7938462,169.9730178,200.6693491,106.993895,139.5145299,169.6468864,127.3162393,165.7299145,197.6029304,100.6399597,135.5031494,165.973293,coast
136.173584,126.2138672,117.3657227,191.2321893,171.136568,140.9439053,75.04078144,74.02979243,81.45934066,187.7440781,167.3279609,142.0512821,73.1005291,75.61501638,88.43235072,coast
107.5053711,111.0842285,117.2165527,107.2795266,113.4466272,122.2759763,101.96337,102.3746032,105.9848596,115.2888889,122.5035409,129.7777778,94.66465105,95.27941547,100.0312421,coast
151.4145508,166.7138672,182.6096191,165.8830769,185.2383432,206.7218935,101.8881563,111.2703297,121.1194139,173.2854701,192.6456654,213.6986569,143.6079617,155.0949861,164.8747795,coast
188.8493652,190.1999512,196.9660645,228.4932544,228.3853254,229.5346746,141.7172161,144.5626374,148.8263736,218.3736264,219.0671551,230.6217338,144.7256236,146.430839,155.5495087,coast
91.93994141,137.9123535,188.5861816,66.96615385,144.9278107,222.247574,130.8444444,141.5501832,157.0383394,41.13211233,119.3504274,208.397558,117.7263794,129.2708491,143.6271101,coast
153.3293457,161.8867188,165.8010254,192.5065089,200.8833136,204.6248521,99.99218559,105.354823,106.9772894,193.6810745,204.6749695,210.35116,110.579995,119.0466112,123.2068531,coast
118.0681152,169.7434082,180.7246094,147.4007101,195.8579882,212.6949112,82.4039072,124,127.6639805,152.0664225,201.4622711,217.8383394,73.72940287,134.9024943,143.9566641,coast
128.1945801,156.1638184,184.3188477,167.2586982,188.2262722,216.8880473,101.5443223,138.7047619,174.3824176,138.9899878,159.7294261,185.0735043,90.45704208,121.0299824,142.4963467,coast
144.5288086,159.5439453,177.4147949,192.5727811,202.2854438,215.9233136,111.5428571,123.2332112,139.0026862,151.9736264,173.5521368,196.5059829,106.6676745,121.5671454,138.3330814,coast
101.6088867,90.03540039,64.85595703,158.0534911,132.4052071,83.2747929,42.13137973,45.72503053,39.36312576,153.5462759,125.1965812,85.07643468,40.32854623,45.53590325,43.01738473,coast
111.222168,121.0446777,131.0566406,114.2314793,133.7476923,153.8130178,81.18388278,83.70695971,87.77435897,143.7724054,156.1934066,166.8444444,94.80473671,98.92668178,103.9274376,coast
109.0273438,133.6010742,133.4453125,122.9661538,151.363787,153.2686391,81.92722833,106.1206349,112.7628816,128.4258852,151.5594628,146.974359,89.01889645,109.0894432,105.3000756,coast
138.9824219,161.8916016,188.3945313,104.0350296,144.223432,186.2485207,158.1040293,164.9377289,175.5545788,109.5736264,148.1250305,189.6322344,164.3960695,168.3275384,177.7576216,coast
140.6210938,160.213623,164.3999023,185.0007101,200.3304142,204.4657988,83.45201465,102.5426129,103.8984127,185.8568987,204.4200244,210.1118437,93.17107584,116.1783825,121.2214664,coast
133.0944824,140.2658691,133.3459473,138.2381065,157.0272189,158.7900592,115.6962149,104.9025641,85.2991453,148.004884,167.5047619,169.9545788,117.0844041,117.1972789,105.9531368,coast
106.2939453,105.2348633,119.0598145,120.3626036,123.0863905,136.3247337,27.33089133,26.35702076,45.09010989,186.9391941,186.2603175,196.2813187,80.46963971,74.9569161,86.60619803,coast
114.5258789,114.7568359,117.769043,159.9081657,162.0923077,158.1093491,32.63394383,35.25274725,55.25763126,184.0673993,184,174.9518926,67.1101033,63.8377425,69.97732426,coast
99.59204102,85.53344727,76.53198242,128.5386982,102.2617751,80.68639053,78.59145299,72.23638584,65.81391941,114.3599512,93.07057387,85.84908425,68.00403124,66.77954145,66.33308138,coast
83.04882813,100.4287109,113.6586914,68.2243787,96.14201183,128.1808284,83.27326007,88.77069597,91.07985348,73.86666667,99.95506716,121.1438339,96.18846057,104.1158982,99.3489544,coast
163.767334,175.3950195,186.0871582,183.2454438,190.0222485,193.2345562,125.3304029,140.1748474,159.5008547,193.3626374,201.8168498,201.1291819,135.5605946,150.1164021,169.3706223,coast
134.4892578,148.371582,144.3557129,135.4840237,150.8089941,150.4463905,126.1206349,136.6251526,128.7462759,146.5406593,162.0434676,163.9550672,115.5031494,128.2791635,119.2894936,coast
63.78100586,119.3549805,139.1611328,71.53893491,126.5145562,149.5327811,49.52771673,102.0336996,117.6166056,75.16776557,130.7223443,153.3616606,51.77828168,104.8747795,120.3678508,coast
122.213623,95.78710938,72.53271484,134.2040237,102.6357396,73.97585799,119.9140415,93.86764347,69.1985348,121.5531136,95.22148962,72.2959707,101.1247166,81.81305115,67.18367347,coast
66.78369141,92.93969727,91.67724609,37.26201183,73.61136095,85.79029586,84.67692308,100.8156288,85.85689866,40.98461538,76.603663,90.19389499,92.39606954,107.7974301,94.31997984,coast
43.88085938,91.05273438,122.8039551,40.58982249,88.43550296,135.5474556,36.42100122,79.64835165,91.86813187,51.15799756,99.1970696,150.8581197,43.96573444,89.56109851,101.2416226,coast
87.48510742,108.2382813,123.1865234,81.4087574,110.0033136,137.3528994,85.95555556,101.7308913,108.0478632,83.46080586,111.789011,140.5899878,91.15243134,99.84983623,96.89090451,coast
64.71899414,89.21972656,114.9418945,79.17538462,106.340355,139.2198817,41.95946276,63.85836386,82.06007326,81.35189255,109.0549451,142.6168498,49.35953641,67.41043084,82.45804989,coast
158.1972656,186.4929199,214.4033203,141.3850888,171.8314793,212.7346746,163.160928,186.9108669,199.4735043,144.1553114,175.2283272,219.4686203,163.7863442,188.9957168,201.5631141,coast
143.9055176,87.23046875,18.79150391,160.7119527,94.11502959,24.9164497,102.3306471,56.25885226,19.10525031,171.0720391,111.4686203,16.08400488,130.5961199,81.60846561,13.58629378,coast
104.690918,145.3259277,197.2507324,114.5183432,160.6665089,236.1921893,78.92356532,105.0705739,125.2297924,136.0302808,181.5238095,242.1479853,78.8420257,118.797682,166.1234568,coast
148.3662109,79.60205078,59.43457031,200.3067456,82.01467456,57.26295858,132.5431013,82.63833944,60.33504274,129.629304,66.36581197,54.85030525,120.4464601,82.42983119,61.75258251,coast
47.43725586,90.83227539,109.2617188,13.16449704,57.6643787,104.632426,62.04151404,108.441514,103.6356532,17.75824176,60.22759463,103.5340659,86.00050391,123.1453767,110.5064248,coast
77.19238281,95.46508789,115.597168,67.21609467,85.58863905,114.0951479,67.71184371,86.21050061,103.4588523,86.30915751,102.2622711,124.9894994,79.02141597,96.44343663,106.2252457,coast
97.19116211,138.7194824,185.7272949,131.4811834,152.4184615,187.4764497,57.31868132,115.4686203,171.8046398,133.6498168,155.3133089,190.6813187,56.00302343,115.8790627,171.6855631,coast
87.34106445,106.8200684,118.7451172,91.61846154,117.9313609,153.8177515,86.25543346,89.36947497,63.58485958,88.62319902,117.2063492,156.1631258,73.7223482,91.24514991,89.59133283,coast
89.8293457,96.99438477,99.35864258,53.4191716,76.73846154,96.08994083,124.6349206,115.3562882,101.8119658,45.12332112,70.80927961,90.02295482,128.9695137,118.7785336,103.9002268,coast
111.6733398,149.7148438,164.081543,25.17112426,74.11313609,102.3810651,171.4989011,196.1836386,192.2217338,28.49035409,81.16336996,120.043956,204.1995465,226.6213152,219.1494079,coast
102.027832,131.0397949,153.1325684,65.9408284,100.904142,144.7867456,126.1294261,155.6434676,165.8647131,68.52258852,95.4969475,124.7316239,137.5389267,159.5938524,161.6195515,coast
60.34326172,83.23632813,107.9389648,28.83976331,67.37609467,121.5905325,78.65787546,102.5973138,127.6493284,32.86837607,57.96043956,80.30866911,92.94028723,96.50995213,93.19929453,coast
69.80419922,103.8137207,156.3564453,81.86982249,103.3609467,157.1512426,44.26764347,88.98070818,139.1247863,98.21440781,120.628083,171.582906,46.52053414,90.61123709,139.8004535,coast
100.3552246,127.2224121,163.1638184,113.7268639,137.4636686,176.4089941,80.36630037,107.7167277,138.2866911,114.3501832,139.9374847,179.1814408,81.77374654,109.8100277,140.1642731,coast
105.2412109,99.9152832,106.9870605,96.51408284,104.5292308,129.2629586,108.1006105,90.82197802,81.17216117,95.07496947,103.0515263,127.1003663,108.2519526,89.64978584,78.96800202,coast
121.7258301,167.8513184,228.5690918,124.1732544,146.3043787,211.5843787,107.6395604,174.7028083,227.1120879,129.8315018,153.0695971,219.2019536,110.7321744,176.8898967,228.4121945,coast
111.932373,118.364502,141.4345703,141.2591716,142.1680473,163.3448521,75.44810745,86.59145299,111.008547,141.0676435,142.964591,162.2251526,77.38271605,87.91635173,112.4837491,coast
124.3193359,158.90625,183.0227051,164.0814201,178.4104142,205.8707692,70.33064713,128.5772894,146.0493284,171.6776557,181.3909646,210.7203907,77.81103553,128.6127488,147.9889141,coast
94.56103516,105.7971191,123.5949707,67.32402367,93.13609467,128.915503,107.1443223,105.2151404,102.9167277,70.48498168,95.64835165,134.6500611,117.1418493,114.5124717,112.9423028,coast
104.9404297,125.9436035,142.0559082,73.44946746,100.9940828,127.2435503,131.0808303,140.7833944,141.3304029,80.33992674,108.1250305,134.7545788,129.048123,148.074578,159.1705719,coast
99.29150391,142.9997559,145.7368164,124.636213,177.6710059,188.6163314,72.25689866,107.4178266,103.1736264,120.0732601,169.7299145,178.9343101,67.48097758,98.42479214,92.46963971,coast
67.68554688,103.2785645,112.5961914,59.50106509,110.7379882,150.604497,79.58876679,97.01489621,73.38510379,52.14749695,104.7296703,149.9145299,71.41345427,88.39707735,63.49811036,coast
86.6472168,113.581543,127.7165527,101.9976331,130.8004734,145.3197633,54.57484737,80.50793651,95.27716728,126.4752137,149.6302808,160.7306471,55.0335097,80.83144369,94.78155707,coast
186.442627,190.5234375,196.7658691,221.7022485,222.4189349,224.9372781,155.6727717,161.7006105,166.1235653,214.1860806,216.9934066,223.1531136,134.1043084,139.9848828,151.2199546,coast
155.3000488,166.0742188,172.7426758,213.4144379,211.4300592,224.6352663,103.0661783,124.4551893,124.215873,201.8393162,202.6754579,220.3203907,83.76417234,106.6706979,105.9692618,coast
85.24780273,100.3613281,106.2016602,109.1360947,119.8494675,121.1218935,69.41440781,82.81611722,87.20976801,99.22735043,113.6361416,121.0031746,53.15091963,73.21844293,83.01033006,coast
112.7668457,95.88256836,106.2390137,93.34059172,91.42627219,108.3493491,97.13406593,85.18876679,94.7018315,113.9409035,97.99462759,109.3479853,133.1186697,97.3686067,99.74703956,coast
96.54272461,82.37182617,80.99755859,113.8972781,95.58532544,91.98295858,74.40976801,64.25396825,63.44810745,116.9474969,98.96556777,97.08229548,71.36104812,62.12043336,62.75132275,coast
172.9162598,153.0759277,147.2634277,192.4818935,176.4014201,177.6586982,152.210989,131.2537241,120.4805861,185.7357753,166.9098901,165.2717949,142.6777526,121.3514739,110.1829176,coast
124.0646973,86.83666992,36.57397461,124.9088757,89.73443787,45.02721893,67.45103785,35.01050061,9.730891331,159.2136752,123.0886447,59.10525031,130.6082137,89.14588057,27.50415722,coast
102.1044922,110.3430176,109.404541,147.467929,159.3192899,166.7768047,34.84932845,37.11843712,31.41196581,151.1404151,162.6871795,172.397558,61.14285714,67.37314185,53.74351222,coast
126.267334,77.49487305,34.41235352,179.743432,102.3110059,39.13467456,82.21147741,52.20610501,29.801221,159.0212454,94.198779,36.34285714,71.98992189,53.12975561,28.42932729,coast
66.19165039,53.578125,70.62182617,90.21538462,74.9983432,98.22863905,45.85299145,36.18754579,45.58046398,87.87985348,72.57631258,96.42783883,34.18090199,25.19425548,35.27639204,coast
82.54638672,80.12915039,133.3867188,85.4939645,77.39455621,136.8416568,48.77753358,53.88229548,102.8385836,119.5936508,110.0522589,156.5802198,63.13328294,66.69488536,118.7009322,coast
114.1425781,147.1887207,142.2001953,123.899645,152.2489941,157.9626036,106.3306471,118.9470085,100.5440781,85.52673993,132.6720391,143.4432234,133.2547241,172.6439909,154.9921895,coast
51.59936523,148.9108887,137.4584961,53.65775148,125.6407101,108.48,59.8993895,177.9467643,168.1406593,42.46544567,108.3496947,97.95848596,43.47996977,164.8788108,157.7304107,coast
75.0222168,133.0839844,135.0864258,80.24615385,121.4702959,142.2485207,83.37191697,123.8124542,96.75702076,69.15946276,135.6288156,169.1496947,58.2585034,138.643487,120.3356009,coast
112.6850586,136.5632324,132.2487793,85.1739645,125.7410651,137.0631953,125.0725275,155.5604396,136.6622711,119.8271062,145.9125763,155.8261294,112.6379441,110.5245654,92.10985135,coast
104.2736816,128.1674805,141.1391602,28.43928994,74.15005917,123.5559763,160.9416361,169.5619048,151.8202686,26.68815629,75.47643468,116.1934066,187.0939783,178.122449,156.5673973,coast
86.72631836,135.4309082,139.9775391,118.8790533,143.8949112,150.7181065,38.62271062,116.5557998,134.0737485,121.5140415,140.3496947,136.84884,56.47568657,130.3693626,127.9395314,coast
75.85717773,108.7219238,159.5529785,107.6648521,136.7981065,185.0262722,32.67594628,62.83858364,104.564591,105.9897436,142.8766789,204.4229548,47.80750819,78.89342404,125.4300831,coast
66.41601563,106.7067871,139.135498,55.27763314,135.903432,193.2373964,84.82832723,109.8891331,128.4395604,30.38241758,85.55897436,151.6053724,86.15369111,84.07961703,70.61123709,coast
97.84277344,120.1921387,145.1889648,96.54911243,121.2033136,188.8151479,105.1457875,138.3433455,126.4615385,109.4466422,133.8510379,195.0007326,71.19274376,77.34542706,58.22524565,coast
54.22680664,75.1875,89.48071289,43.89680473,57.7495858,83.2104142,73.51599512,82.74383394,86.61978022,70.75750916,85.55213675,102.6969475,23.7037037,68.1148904,76.45250693,coast
36.76269531,68.74633789,124.7966309,35.30887574,96.73183432,171.6146746,38.10500611,47.86910867,85.22100122,32.16312576,80.22368742,152.8234432,39.32375913,44.46258503,76.45553036,coast
81.37719727,124.1169434,143.4211426,78.60544379,120.7242604,173.5791716,57.97313797,100.1699634,101.9291819,86.67936508,148.7599512,195.8114774,92.2489292,114.1678005,89.5308642,coast
55.54516602,110.8391113,155.8835449,55.2435503,135.0210651,185.9786982,81.04908425,111.0778999,135.4998779,21.78461538,93.61465201,168.6446886,60.69639708,95.82968002,121.9884102,coast
62.71948242,118.9685059,164.5192871,103.0286391,144.2328994,177.9010651,19.37094017,87.16385836,141.0813187,100.6358974,143.2117216,178.4547009,19.7420005,89.39480978,144.7891156,coast
57.51391602,112.8405762,166.0334473,36.9060355,106.515503,189.1152663,53.88913309,80.03516484,111.7958486,65.60781441,149.0490842,204.7247863,64.92113883,102.5719325,140.6873268,coast
89.68481445,42.24584961,52.91088867,111.460355,63.68473373,71.57112426,88.22173382,34.81904762,40.00586081,86.92844933,48.10549451,60.98070818,63.91232048,18.6989166,33.1962711,coast
48.99047852,46.1027832,60.39941406,23.32497041,21.88686391,32.90982249,87.58876679,75.06031746,87.9970696,18.05421245,20.58315018,32.60952381,63.55555556,63.42151675,82.91257244,coast
53.07202148,45.28271484,36.19946289,49.05751479,41.43526627,34.75408284,65.85787546,56.23345543,39.21953602,45.01098901,38.12551893,32.51379731,38.93978332,33.07734946,29.84227765,coast
134.0585938,78.56201172,64.1027832,200.9978698,101.5119527,63.09964497,48.98656899,47.12185592,58.05616606,210.8561661,105.8315018,63.83687424,60.68430335,51.09599395,64.5452255,coast
134.8916016,149.6865234,162.9836426,174.2617751,193.3784615,208.7990533,92.73064713,107.9286935,128.5587302,173.3684982,191.9628816,207.0388278,84.34769463,88.62585034,88.03124213,coast
107.097168,108.7570801,129,127.7235503,134.5552663,179.7850888,51.33284493,47.17557998,44.73455433,154.9655678,161.6654457,197.8901099,83.36104812,79.99294533,79.73796926,coast
188.8574219,190.6584473,193.3803711,223.2842604,223.2842604,222.3147929,154.4849817,155.8388278,162.2173382,217.55116,220.0205128,218.2388278,137.1176619,140.5764676,147.6200554,coast
92.39233398,118.1420898,158.5793457,110.6736095,138.8743195,183.3107692,55.71575092,85.62637363,127.8564103,127.6757021,147.3982906,183.9150183,66.622323,90.63340892,126.5336357,coast
75.44213867,109.7006836,131.5593262,118.8553846,168.0530178,176.5131361,11.27228327,50.25347985,96.9992674,132.6017094,168.9689866,167.9824176,29.75862938,39.18972033,69.50062988,coast
141.9003906,152.3601074,169.7053223,166.0743195,174.7891124,187.9801183,104.9611722,115.8173382,135.9785104,174.5377289,184.9347985,198.0210012,108.1471403,118.3875031,138.9438146,coast
159.5876465,156.7492676,121.6271973,122.0061538,140.6125444,120.316213,201.4271062,173.1604396,118.6588523,120.6544567,137.3098901,118.5299145,180.3607962,159.5908289,114.372386,coast
156.7543945,152.7946777,168.6401367,175.6733728,170.1008284,184.528284,145.025641,143.8593407,166.8649573,164.8507937,159.2967033,169.9594628,125.9884102,123.0617284,137.2849584,coast
115.8666992,123.2363281,140.3081055,153.1891124,163.5105325,184.5737278,81.1985348,94.70573871,117.629304,129.5169719,142.8424908,161.8520147,84.42328042,78.29377677,83.69060217,coast
151.0097656,98.69580078,68.99462891,218.4653254,155.1734911,101.7647337,93.94383394,50.54652015,41.11159951,183.7704518,129.9760684,86.48107448,96.92315445,51.48702444,40.94935752,coast
105.6962891,108.5856934,122.1975098,123.1469822,132.9211834,155.784142,73.37533578,66.14993895,67.68644689,136.2832723,147.6639805,167.9833944,79.89720333,77.01486521,85.56210632,coast
131.3955078,120.9746094,135.8718262,110.2608284,123.9185799,164.0246154,160.358486,100.1387057,74.5992674,97.45347985,136.3184371,190.4507937,141.9712774,109.6215671,98.90047871,coast
94.87011719,99.34594727,57.90625,95.04852071,103.8835503,44.59739645,118.9538462,109.8168498,89.33724054,93.49255189,108.9396825,45.92234432,63.52834467,65.47845805,44.52506929,coast
169.6606445,97.94042969,60.09863281,174.2172781,93.28189349,61.16260355,136.441514,69.38901099,56.3018315,168.9211233,114.4126984,55.76068376,183.6281179,104.361804,60.34668682,coast
104.0153809,136.7739258,153.532959,116.4080473,166.6177515,189.4901775,85.95360195,104.6163614,118.242735,117.1848596,167.9833944,189.3802198,85.76669186,92.32249937,98.94079113,coast
151.6743164,144.8669434,143.6750488,180.5576331,175.7226036,176.703432,184.3340659,171.8642247,162.1235653,131.9501832,129.1770452,133.9838828,93.87150416,87.60292265,87.10405644,coast
72.37817383,101.942627,138.4960938,46.22106509,94.79952663,158.0544379,94.62857143,87.54090354,87.27814408,87.27326007,132.7873016,189.0412698,52.54220207,81.08440413,104.1582263,coast
115.9804688,109.5708008,119.7805176,150.0080473,148.7715976,163.3618935,85.9037851,73.18192918,77.69279609,138.5611722,137.590232,155.6258852,77.65986395,67.63315697,70.69186193,coast
125.7114258,122.7270508,124.7314453,151.0239053,157.3566864,165.0489941,81.39194139,73.53455433,72.92307692,171.0612943,170.2612943,172.2617827,85.05517763,76.670194,75.51826657,coast
130.7041016,122.4570313,127.4748535,157.7940828,153.6388166,162.0639053,95.02515263,84.17582418,88.58021978,165.5726496,160.4356532,166.8151404,90.21617536,78.97304107,79.58982111,coast
124.0822754,148.1052246,158.4213867,141.8442604,172.1865089,183.2094675,92.76385836,103.7108669,109.2346764,143.4676435,177.2004884,190.2808303,104.6752331,123.3932981,134.180902,coast
