feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,Category
105.8664551,148.0895996,159.1052246,69.75053254,122.511716,152.2139645,45.85074627,96.14969926,132.4767209,67.01350391,112.803601,134.9405354,57.3702914,113.5465529,150.0497512,90.96900983,137.4774502,155.1262283,104.9191697,135.0163614,132.7462759,62.58920781,95.03742824,103.3258324,110.8842672,135.0154147,126.7863959,87.54871795,120.6583639,124.4483516,147.2432995,173.6601613,160.1707,102.5562882,155.1101343,180.5264957,71.70792193,131.1963261,170.2870264,114.3247863,159.156044,174.3120879,77.63151456,138.4095914,177.0491803,134.1202186,174.5136612,181.3083528,140.3940539,169.1710758,159.1040564,134.9453254,166.7862722,158.2617751,149.6131148,178.1508197,165.7543506,147.7084489,174.5029004,162.7520807,128.9631819,156.6288632,149.0868046,coast
93.55883789,132.0402832,156.2988281,89.36615385,126.1813018,152.5311243,121.8979728,157.1770996,180.0739586,28.29282161,62.55958304,87.66832504,128.0947643,161.9824686,185.4081971,58.78357269,92.93222474,119.9617032,85.68302808,121.9789988,142.645177,43.74190586,82.35132032,105.247302,121.0550526,154.3782726,175.2052851,42.63931624,79.71477411,98.9968254,128.8035389,160.0624512,177.3697632,92.58021978,131.0993895,155.2136752,135.2192882,171.0181401,190.6516648,36.80976801,74.56507937,99.57118437,136.5265476,174.520186,195.8365549,50.6770752,87.83554515,115.1891751,96.44545225,134.797682,158.3713782,48.24615385,87.99431953,111.6553846,139.5651955,176.1775536,194.4776797,64.98058008,105.4143758,137.4224464,138.7540984,175.1572158,195.2636388,coast
101.4841309,139.5925293,169.4992676,110.8856805,154.0695858,189.6047337,124.9561149,162.7195366,195.1686344,91.2883203,132.7382137,165.8981284,112.5041459,154.204217,189.9379294,91.69866465,132.9987402,165.6518015,93.46520147,122.2915751,143.4940171,58.08863375,95.54075775,125.2849598,122.5387815,141.8938096,152.3542941,57.41636142,92.25689866,122.78779,128.845173,147.580536,157.8849857,100.9299145,146.9118437,185.6888889,120.2259472,162.906085,199.2854191,90.81904762,135.8026862,168.9631258,95.31490091,142.571079,189.7567898,91.05386417,133.7704918,167.8064012,85.85134795,116.0816327,136.877803,57.06982249,93.67100592,122.7739645,129.4123581,150.7187894,161.372005,45.17528373,86.05699874,115.8577554,115.4571352,136.6127385,149.1900027,coast
116.7592773,144.1950684,153.6416016,30.34130178,83.43763314,121.5252071,14.0824237,63.91089329,110.5885498,39.7517176,79.68159204,103.1149017,15.06751955,64.89078417,111.7119166,49.73746536,101.4744268,131.1363064,166.964591,181.9086691,164.4630037,78.95660161,144.6686567,130.9428243,208.739907,179.9696599,162.6072914,133.5716728,169.9086691,158.2652015,230.0327869,210.8019776,185.5092376,33.43980464,85.56776557,121.1028083,16.99196326,64.22411022,111.764868,44.42490842,103.3260073,135.1736264,22.97626621,63.65940788,100.7956937,47.66692688,95.71272443,121.3801717,219.7087428,208.2852104,189.3706223,200.6949112,207.5985799,194.7417751,242.861034,226.5583859,199.5056747,200.7727617,184.986633,175.4754098,236.8051599,214.4197796,187.2786885,coast
82.35546875,124.6696777,120.253418,95.89301775,122.1689941,123.728284,84.67275562,108.5105814,112.9017599,101.4280976,123.6560057,122.9054726,83.35844587,110.6505567,117.928453,96.03224994,121.4935752,118.8571429,62.60708181,117.7250305,105.1194139,68.34626866,117.2427095,103.0355913,49.20185955,107.8306827,97.62074872,72.58412698,121.1741148,107.2800977,51.02680198,109.1064273,98.80197762,97.18876679,124.9416361,129.0100122,88.14879449,119.1862227,127.6509759,100.4190476,123.0769231,122.2603175,91.26694397,121.3330071,131.6682163,102.9029404,128.5912048,130.3023679,64.57042076,119.0768456,108.7750063,75.81159763,125.9701775,113.3178698,53.20151324,114.0862547,103.4330391,74.6370744,124.0736444,114.2234552,53.19430261,111.2432142,103.5033593,coast
104.418457,94.43286133,94.12670898,133.3718343,117.9540828,108.9666272,108.6923591,106.4112274,107.2096235,129.0651504,104.9798626,85.03008766,128.3790571,123.9440891,127.4503672,131.0153691,107.2511968,90.1627614,49.17020757,49.7006105,58.58559219,51.69230769,50.61584386,57.3391504,27.07120137,31.5028138,42.6288231,68.00879121,63.02710623,69.06373626,41.13453031,45.47697112,56.45589383,169.9321123,146.8424908,134.9909646,145.4034443,138.3494834,142.875775,176.5782662,141.7455433,116.2549451,146.0592121,138.8363103,145.4719843,193.7777778,154.2295082,122.9081447,56.40010078,55.5313681,66.15772235,80.14011834,74.73230769,80.92402367,46.87818411,51.00630517,64.75056747,67.18789407,63.19293821,73.03102144,28.09567321,30.38753023,43.56678312,coast
100.189209,122.7097168,107.9748535,102.4994083,132.3588166,122.8998817,98.73022945,128.7734462,120.8001782,77.85832741,99.55176498,91.42099029,115.6541104,147.9004975,139.0533049,82.80171328,110.6777526,102.0428319,95.0993895,104.4092796,83.95995116,133.2867968,146.1676234,118.6130884,43.37655982,44.57841938,32.88084169,125.4212454,145.4456654,123.7958486,60.77335415,61.4728077,44.07806401,96.14847375,128.7023199,124.181685,125.0461538,157.7882893,149.1471871,67.80952381,95.76166056,93.19072039,119.880597,155.0320529,147.2336677,56.8639084,87.52745251,89.52589123,98.49130763,114.5003779,91.91030486,123.3685207,148.2830769,128.9997633,83.80126103,88.50239596,61.81689786,109.3245902,135.6065574,120.1311475,74.35420586,81.3544746,51.79252889,coast
64.0703125,110.3825684,132.251709,49.49680473,118.2873373,166.5031953,20.82601916,92.57473825,142.0075741,78.06301824,134.5880123,177.466951,15.5565032,90.96991234,141.517176,80.49584278,135.4577979,174.7946586,67.09059829,92.65836386,92.16800977,69.54764638,100.1515499,106.6764638,56.6557377,75.82285295,71.08979692,77.21025641,105.7054945,110.3277167,56.15196461,76.09055425,66.86026542,61.05396825,122.4976801,163.2713065,24.02020666,96.5216992,143.8861079,88.95140415,138.0063492,172.8898657,36.91705407,101.7861512,145.5894299,81.56128025,132.7421285,166.2243039,70.6414714,94.47518267,91.08893928,78.01183432,107.4101775,112.7422485,67.8779319,85.08448928,70.59369483,76.77578815,106.1326608,111.5803279,58.68099973,77.37274926,66.506853,coast
87.25292969,138.5822754,168.7668457,45.52236686,110.8326627,154.5069822,27.66941412,113.899755,189.4658053,48.86045961,93.99478796,105.3285951,36.69651741,116.9087894,190.2411751,58.38447972,96.34265558,101.5711766,118.8942613,138.3921856,143.8456654,115.493915,125.097589,117.5219288,128.183998,149.4612185,169.8341081,91.9990232,110.7418803,102.6461538,124.7691907,150.4574551,170.2753058,49.65372405,125.1819292,190.193895,34.19334099,115.1816303,189.4208955,68.83321123,132.9113553,183.9042735,29.27134818,108.7976511,179.2336677,59.69502992,127.9750195,185.1636742,118.5346435,158.1345427,160.7850844,76.05775148,108.4250888,106.027929,178.6269861,196.7495586,199.1828499,41.1964691,125.7644388,135.3240858,185.1416286,207.9226015,209.173878,coast
111.9770508,145.5673828,144.3110352,80.64284024,133.4759763,153.3898225,51.88505235,103.9697037,124.5070172,112.079602,138.5339967,102.5349443,39.58114191,102.4288083,157.1608624,101.8211136,159.5162509,196.2529604,164.004884,172.8078144,138.4879121,181.9628014,186.9520092,156.3921929,157.169562,162.9909469,118.584781,157.9487179,171.5653236,154.9245421,137.9130887,147.2516263,104.5016914,62.02295482,118.9479853,159.5760684,35.50126292,100.2213548,156.8293915,96.08205128,157.1399267,198.4078144,23.27770981,65.62074872,96.41497431,82.37314598,133.8079625,161.3156388,132.6389519,145.3544974,114.9659864,158.9926627,172.9969231,151.4452071,105.8501892,118.3273644,78.71273644,163.2887768,175.1606557,151.3765448,98.60145122,111.0067186,73.37812416,coast
86.62670898,158.4294434,154.418457,51.48213018,130.2608284,164.6333728,15.03764758,67.16507017,108.8741368,50.297086,139.2579957,170.8903104,56.06633499,121.2376214,152.4036958,69.51473923,155.4608214,181.760645,161.6380952,205.8461538,169.2659341,182.8959816,207.8603904,199.641791,154.6523122,198.557377,132.6038659,168.7326007,201.3460317,190.6910867,120.1977622,190.0431954,129.8360656,61.44078144,122.792674,152.5968254,16.02204363,66.91710677,112.9662457,99.59072039,174.5191697,192.4376068,14.704184,59.34524101,96.97479814,114.1399948,175.0757221,187.6700494,66.89443185,158.9952129,117.478458,101.1351479,167.0021302,139.9062722,70.37175284,173.8047919,115.1798235,48.63354351,140.47314,113.1258512,43.76887933,153.8597151,99.10024187,coast
93.94433594,99.85229492,108.796875,98.92449704,108.7053254,125.0594083,68.83314769,76.04722655,94.12519492,80.57237621,90.09429045,108.3496802,108.952381,116.1317223,131.6427387,120.3325775,133.228521,143.8024691,47.48327228,38.01123321,36.56752137,66.92078071,51.23306544,43.78966705,13.10692439,11.2317103,15.92561781,76.7023199,62.82393162,56.58021978,22.51990632,17.83606557,21.58313817,139.3982906,158.0805861,168.4551893,106.9226177,131.6812859,161.4071183,154.1235653,166.9704518,166.76337,117.7156839,143.3931979,168.7301199,175.9833463,185.2552693,168.8555816,81.27387251,85.22247417,94.56890905,119.903432,121.4409467,125.2392899,37.34274905,36.05952081,45.36897856,103.0819672,114.2799496,125.4174023,60.98575652,65.52217146,79.29911314,coast
138.4995117,162.3391113,176.6943359,102.980355,144.7053254,176.0217751,122.4682557,152.5791936,180.8652261,66.14925373,116.2037432,148.7571665,124.448235,155.0950012,180.7382137,72.92920131,119.1715797,151.2078609,157.8705739,165.634188,164.0898657,114.428473,134.0619977,144.2902411,188.2339124,183.3951554,172.0694886,123.0105006,138.8346764,143.9921856,191.7543586,189.8808223,178.6396045,108.8302808,148.7326007,178.8551893,129.9986223,161.0360505,190.1924225,80.53919414,126.5504274,157.6830281,130.3763151,162.3215072,188.6293125,81.64454853,127.6086391,158.7093417,164.6963971,168.5240615,164.7467876,138.4823669,150.8052071,155.2511243,174.4544767,172.3762926,159.7901639,145.214628,153.7250946,157.465826,204.8223596,200.3074442,188.5686643,coast
54.23657227,86.11669922,146.5788574,27.07029586,79.90532544,186.9084024,12.42860325,54.49053241,161.3615505,39.61525705,92.6984127,184.3013504,12.63776356,58.46576641,165.7010187,34.69286974,92.68631897,190.1496599,76.02246642,82.87570208,97.31672772,127.5223881,148.8863375,173.3143513,51.14754098,39.42255933,35.59774896,70.86886447,96.61343101,129.6371184,43.13713245,31.9417122,31.9417122,50.98412698,105.9594628,201.0002442,30.9749713,81.78185993,185.1517796,51.2,111.2224664,200.9279609,52.6704184,103.1837534,196.4511867,64.49544627,117.3832943,198.5823575,55.26127488,65.61854371,84.99974805,58.01278107,88.47526627,128.2991716,41.44665826,29.97427491,29.97427491,77.70794451,108.9896595,144.157377,42.93899489,31.43241064,31.43241064,coast
60.54736328,76.24487305,132.6828613,39.09585799,51.28047337,123.4811834,38.89329472,50.06371129,132.6192916,42.71215352,53.95498697,103.2399905,38.22032694,52.83297797,139.8227908,28.40010078,35.32174351,88.48173343,110.7379731,125.1623932,151.9472527,92.30769231,118.1905855,153.3391504,156.1203817,139.873746,139.7249816,45.63223443,82.62954823,126.6520147,141.8849857,147.8927921,169.8464741,33.65567766,42.40586081,120.2236874,42.3347876,55.5021814,148.6144661,23.84957265,27.5965812,84.54798535,45.78027893,59.37264497,156.5236115,19.81368722,23.85636222,81.0991413,49.55706727,76.87477954,120.3466868,40.07005917,73.71360947,121.0054438,100.1281211,123.4199243,166.2587642,21.44363178,44.83228247,88.9220681,36.39881752,65.01048105,104.161247,coast
99.0559082,152.0083008,173.2944336,137.983432,179.8684024,205.9824852,163.2363555,196.9650256,216.1550457,110.0402748,154.5794835,180.7420043,157.5816157,194.3463634,218.4998815,99.87805493,147.0879315,179.4386495,72.71501832,137.8432234,151.5262515,76.26360505,141.9977038,153.7249139,70.23635919,132.0792758,151.218987,69.36068376,136.4864469,151.6112332,65.26567786,122.7124642,129.5945876,119.3699634,160.2285714,190.4205128,148.7467279,188.0505166,219.3267509,91.28791209,135.9589744,167.3025641,142.2422315,172.9503303,202.7423538,81.97345824,126.6593807,154.5209472,57.09347443,114.9549005,126.9357521,62.54579882,129.060355,147.9157396,55.85271122,111.4875158,118.9044136,54.5815889,115.0910467,131.9465322,54.9013706,102.4885783,106.3327063,coast
83.53417969,81.28833008,75.24414063,102.9491124,99.4243787,91.00402367,78.52082869,74.30073513,63.57941635,122.4354418,123.4702677,119.5963042,81.49348496,75.18218432,63.29874437,109.2345679,106.106324,101.3897707,93.89499389,90.57582418,87.10915751,144.2902411,138.4780712,133.8342135,37.59432346,36.65475899,35.15537069,128.8283272,124.1514042,118.5250305,47.93754879,46.77179287,45.34374187,74.93821734,74.06300366,66.1968254,80.70907003,76.35912744,65.30792193,81.72698413,82.77802198,75.77631258,73.2429655,70.60044042,61.02862736,56.75565964,59.25370804,56.02289878,53.9138322,52.78810784,48.89896699,92.8,89.89159763,83.11289941,29.81286255,28.8443884,27.33921816,64.06052963,63.19697352,59.00025221,24.62993819,25.08142972,22.26068261,coast
107.8056641,101.0246582,126.15625,71.74059172,83.50201183,121.6160947,44.9953219,63.13031856,102.4228113,75.42099029,86.03079839,118.0573324,53.01492537,69.29921819,108.9296375,89.23960695,92.3154447,125.43613,150.3228327,124.4571429,137.1506716,133.1104478,107.436969,122.5258324,138.3861023,115.8796183,121.5170051,141.7142857,113.1018315,131.047619,172.2570908,148.6880042,158.380432,97.5032967,93.95750916,123.97558,68.37198622,77.42456946,112.6943743,102.3648352,97.65274725,126.6910867,99.02618057,90.21776364,117.2067531,108.1446786,98.33983867,123.1454593,98.42176871,90.04081633,107.4507433,104.2101775,93.87550296,117.1540828,109.0259773,98.19520807,110.8418663,101.0360656,93.31248424,115.5470366,77.76404192,73.51142166,84.19242139,coast
64.21313477,92.53369141,122.1486816,72.0104142,112.2944379,158.5723077,50.50568055,90.00846514,136.2085097,60.2018479,102.0004738,149.7351339,57.98815447,93.58161573,136.8509832,94.89543966,131.0113379,168.8687327,41.56190476,61.25518926,76.47667888,57.88289323,93.72950631,117.2353617,20.93271348,26.19818938,33.37802789,57.8031746,87.86520147,109.4407814,22.59068436,26.31693989,32.12073901,92.81172161,126.169475,164.6192918,57.4934558,94.66268657,139.2532721,129.8910867,157.3899878,186.4908425,58.67971617,92.44922926,134.2833374,111.0715587,142.5886027,176.9575852,44.63391282,62.00050391,77.52380952,76.57656805,107.4026036,129.5602367,22.45245902,25.29331652,34.00958386,49.79571248,80.23404792,104.5185372,26.50040312,30.13383499,36.04192421,coast
78.26611328,93.54614258,111.5041504,106.5694675,132.543432,159.5313609,119.6382268,155.4519938,186.5324126,80.48898365,91.52712627,109.2290926,115.817105,151.2968491,184.4453921,89.34441925,105.1751071,124.9281935,39.06520147,41.02564103,47.17460317,30.2695752,34.6195178,48.19839265,39.39124052,37.44947394,36.07927575,39.4979243,44.2021978,52.9035409,42.48347645,42.44184231,44.54020297,100.5225885,128.7003663,159.1726496,108.9359357,147.32124,183.2964409,104.1934066,120.8068376,141.0188034,95.91387326,135.8297039,177.0374358,83.53473849,99.8053604,121.7840229,59.54950869,63.13932981,69.18720081,50.40473373,59.4783432,71.64213018,75.25851198,73.7815889,70.20630517,50.83682219,57.09962169,69.78259773,62.47782854,62.39183015,64.67938726,coast
54.42333984,78.5390625,105.807373,64.93633136,97.14461538,139.9545562,21.86678548,49.29739363,95.31922477,104.092869,137.4574745,171.9327174,18.35773513,45.59298744,91.70528311,98.39455782,131.6482741,167.3771731,35.5985348,49.83443223,61.45543346,38.0326062,55.15315729,66.13088404,21.05407389,29.72938586,31.65157817,56.36923077,77.15555556,105.9907204,20.82123341,28.92323705,31.18397086,65.46324786,100.1934066,144.039072,22.98783008,53.35292767,100.2838117,82.57875458,120.9748474,164.3448107,28.55884512,62.75507707,110.4536335,109.8308613,143.808483,178.0525631,45.16906022,57.86848073,67.36911061,60.36449704,77.80733728,104.6002367,23.17477932,34.22345523,34.05397226,64.00807062,78.62799496,96.30264817,31.27761354,38.30368181,29.76404192,coast
35.40136719,79.38354492,127.9753418,23.0087574,69.6104142,124.9136095,24.42949432,65.51481399,115.3504121,26.0488036,70.38332149,123.1480692,9.863065624,50.23264629,104.2482824,24.10279667,72.59863946,123.755102,42.02295482,71.23418803,104.181685,66.97956372,81.19770379,97.50998852,7.222901884,39.30511378,77.34181551,75.24102564,105.1428571,136.5098901,9.388498569,46.28883685,88.53083528,23.20879121,71.76654457,128.5264957,8.942365098,50.6783008,106.5221584,31.003663,83.14139194,137.1545788,9.02373379,50.71690727,106.5035478,37.83710643,89.79651314,143.879261,50.72310406,97.27991938,140.6661628,79.60994083,129.0300592,173.3491124,13.49810845,54.31525851,97.31551072,88.5629256,140.5417402,184.2562421,17.26847622,60.91265789,103.3012631,coast
77.89501953,86.65307617,106.0163574,92.54343195,116.0728994,141.7694675,115.4929828,144.5096904,167.3744709,35.17649846,51.19166074,80.72020848,123.9592514,151.3309642,172.262497,75.26732174,92.31141345,115.2048375,64.51086691,62.59438339,77.83150183,83.29552239,73.58163031,81.06544202,31.26792268,42.44873991,68.73305603,97.49255189,80.28913309,83.77826618,34.18162894,44.21962009,67.14754098,100.1006105,114.6656899,133.3616606,90.23926521,109.7001148,132.9414466,103.95116,120.4083028,137.4749695,58.55052606,73.0472229,99.60949352,144.7993755,150.8363258,153.0970596,48.56538171,46.41471403,62.09423028,87.11573964,74.80804734,83.3060355,24.85750315,31.18486759,49.8925599,58.34249685,52.79798235,71.89709962,19.63773179,23.60225746,40.5654394,coast
118.1889648,113.2312012,144.7351074,161.123787,154.351716,192.7072189,181.0648251,164.505235,190.7132992,95.06751955,109.4413646,154.6173892,206.8438759,180.77991,204.0843402,118.7886117,123.9002268,174.6414714,73.86666667,71.62881563,94.36874237,91.12101033,89.126062,115.1632606,12.76633227,14.22265721,18.18840225,124.7882784,113.3948718,147.0007326,52.03851158,56.52667187,80.05412438,159.3709402,151.362149,192.6827839,214.047302,186.5258324,212.6622273,123.209768,128.1250305,180.7120879,178.9831172,158.1835087,192.4267189,97.40307052,111.7168878,160.6453292,67.63214916,64.68329554,84.76996725,114.7152663,103.2331361,133.2601183,28.86052963,29.80075662,38.40807062,92.36418663,89.85018916,118.7349306,29.13195378,31.26471379,42.92179522,coast
90.62255859,110.4106445,143.7463379,56.48094675,94.91881657,149.5820118,80.98730229,113.0122522,168.0124749,42.76901208,80.48140251,123.9251362,42.8448235,77.13811893,143.1319593,46.7946586,85.67598891,128.4152179,115.5155067,118.6705739,130.6588523,101.0112514,109.6450057,121.5191734,84.971862,76.5275263,87.8492782,122.2368742,133.3098901,144.2774115,137.5758522,138.0421546,150.0494405,46.1040293,81.9965812,133.1750916,35.03834673,70.20895522,138.7425947,50.0004884,89.24053724,126.9958486,49.85172498,79.80817225,143.5811108,43.52432995,75.35779339,105.9297424,133.2113883,133.2355757,144.7195767,123.8002367,130.768284,141.4740828,155.1858764,153.1641866,167.0254729,118.295082,122.6532156,134.3959647,136.3762429,126.077936,135.6366568,coast
